Temperature,Humidity,Time
26.50,67,2026-04-27 10:43:58
26.50,67,2026-04-27 10:44:04
26.50,67,2026-04-27 10:44:09
26.50,67,2026-04-27 10:44:15
26.50,67,2026-04-27 10:44:21
26.50,67,2026-04-27 10:44:27
26.50,67,2026-04-27 10:44:32
26.50,67,2026-04-27 10:44:38
26.50,67,2026-04-27 10:44:44
26.50,67,2026-04-27 10:44:50
26.50,67,2026-04-27 10:44:55
26.50,67,2026-04-27 10:45:01
26.50,67,2026-04-27 10:45:07
26.50,67,2026-04-27 10:45:12
26.50,67,2026-04-27 10:45:18
26.50,67,2026-04-27 10:45:24
26.50,67,2026-04-27 10:45:30
26.50,67,2026-04-27 10:45:35
26.50,67,2026-04-27 10:45:41
26.50,67,2026-04-27 10:45:47
26.50,67,2026-04-27 10:45:53
26.50,67,2026-04-27 10:45:59
26.50,67,2026-04-27 10:46:04
26.50,67,2026-04-27 10:46:10
26.50,67,2026-04-27 10:46:17
26.50,67,2026-04-27 10:46:22
26.50,67,2026-04-27 10:46:28
26.50,67,2026-04-27 10:46:35
26.50,67,2026-04-27 10:46:40
26.50,67,2026-04-27 10:46:46
26.50,67,2026-04-27 10:46:52
26.50,67,2026-04-27 10:46:58
26.50,67,2026-04-27 10:47:03
26.50,67,2026-04-27 10:47:09
26.50,67,2026-04-27 10:47:15
26.50,67,2026-04-27 10:47:21
26.50,67,2026-04-27 10:47:27
26.50,67,2026-04-27 10:47:32
26.50,67,2026-04-27 10:47:38
26.50,67,2026-04-27 10:47:44
26.50,67,2026-04-27 10:47:49
26.50,67,2026-04-27 10:47:55
26.50,67,2026-04-27 10:48:01
26.50,67,2026-04-27 10:48:07
26.50,67,2026-04-27 10:48:12
26.50,67,2026-04-27 10:48:18
26.50,67,2026-04-27 10:48:24
26.50,67,2026-04-27 10:48:30
26.50,67,2026-04-27 10:48:35
26.50,67,2026-04-27 10:48:42
26.50,67,2026-04-27 10:48:48
26.50,67,2026-04-27 10:48:53
26.50,67,2026-04-27 10:48:59
26.50,67,2026-04-27 10:49:05
26.50,67,2026-04-27 10:49:11
26.50,67,2026-04-27 10:49:18
26.50,67,2026-04-27 10:49:24
26.50,67,2026-04-27 10:49:30
26.50,67,2026-04-27 10:49:36
26.50,67,2026-04-27 10:49:42
26.50,67,2026-04-27 10:49:47
26.50,67,2026-04-27 10:49:53
26.50,67,2026-04-27 10:49:59
26.50,67,2026-04-27 10:50:05
26.50,67,2026-04-27 10:50:11
26.50,67,2026-04-27 10:50:16
26.50,67,2026-04-27 10:50:22
26.50,67,2026-04-27 10:50:28
26.50,67,2026-04-27 10:50:34
26.50,67,2026-04-27 10:50:40
26.50,67,2026-04-27 10:50:46
26.50,67,2026-04-27 10:50:51
26.50,67,2026-04-27 10:50:57
26.50,67,2026-04-27 10:51:03
26.50,67,2026-04-27 10:51:09
26.50,67,2026-04-27 10:51:15
26.50,67,2026-04-27 10:51:20
26.50,67,2026-04-27 10:51:26
26.50,67,2026-04-27 10:51:32
26.50,67,2026-04-27 10:51:38
26.50,67,2026-04-27 10:51:44
26.50,67,2026-04-27 10:51:50
26.50,67,2026-04-27 10:51:55
26.50,67,2026-04-27 10:52:01
26.50,67,2026-04-27 10:52:08
26.50,67,2026-04-27 10:52:14
26.50,67,2026-04-27 10:52:20
26.50,67,2026-04-27 10:52:26
26.50,67,2026-04-27 10:52:32
26.50,67,2026-04-27 10:52:38
26.50,67,2026-04-27 10:52:44
26.50,67,2026-04-27 10:52:50
26.50,67,2026-04-27 10:52:55
26.50,67,2026-04-27 10:53:01
26.50,67,2026-04-27 10:53:07
26.50,67,2026-04-27 10:53:13
26.50,67,2026-04-27 10:53:19
26.50,67,2026-04-27 10:53:25
26.50,67,2026-04-27 10:53:30
26.50,67,2026-04-27 10:53:36
26.50,67,2026-04-27 10:53:42
26.50,67,2026-04-27 10:53:47
26.50,67,2026-04-27 10:53:54
26.50,67,2026-04-27 10:53:59
26.50,67,2026-04-27 10:54:05
26.50,67,2026-04-27 10:54:11
26.50,67,2026-04-27 10:54:16
26.50,67,2026-04-27 10:54:22
26.50,67,2026-04-27 10:54:28
26.50,67,2026-04-27 10:54:34
26.50,67,2026-04-27 10:54:39
26.50,67,2026-04-27 10:54:45
26.50,67,2026-04-27 10:54:51
26.50,67,2026-04-27 10:54:57
26.50,67,2026-04-27 10:55:02
26.50,67,2026-04-27 10:55:08
26.50,67,2026-04-27 10:55:14
26.50,67,2026-04-27 10:55:19
26.50,67,2026-04-27 10:55:25
26.50,67,2026-04-27 10:55:31
26.50,67,2026-04-27 10:55:37
26.50,67,2026-04-27 10:55:42
26.50,67,2026-04-27 10:55:48
26.50,67,2026-04-27 10:55:54
26.50,67,2026-04-27 10:56:01
26.50,67,2026-04-27 10:56:06
26.50,67,2026-04-27 10:56:12
26.50,67,2026-04-27 10:56:18
26.50,67,2026-04-27 10:56:24
26.50,67,2026-04-27 10:56:30
26.50,67,2026-04-27 10:56:35
26.50,67,2026-04-27 10:56:41
26.50,67,2026-04-27 10:56:47
26.50,67,2026-04-27 10:56:53
26.50,67,2026-04-27 10:56:58
26.50,67,2026-04-27 10:57:04
26.50,67,2026-04-27 10:57:09
26.50,67,2026-04-27 10:57:15
26.50,67,2026-04-27 10:57:21
26.50,67,2026-04-27 10:57:27
26.50,67,2026-04-27 10:57:33
26.50,67,2026-04-27 10:57:38
26.50,67,2026-04-27 10:57:44
26.50,67,2026-04-27 10:57:50
26.50,67,2026-04-27 10:57:56
26.50,67,2026-04-27 10:58:01
26.50,67,2026-04-27 10:58:08
26.50,67,2026-04-27 10:58:13
26.50,67,2026-04-27 10:58:19
26.50,67,2026-04-27 10:58:25
26.50,67,2026-04-27 10:58:31
26.50,67,2026-04-27 10:58:36
26.80,67,2026-04-27 10:58:42
26.50,67,2026-04-27 10:58:48
26.80,67,2026-04-27 10:58:54
26.50,67,2026-04-27 10:59:00
26.80,67,2026-04-27 10:59:05
26.50,67,2026-04-27 10:59:13
26.80,67,2026-04-27 10:59:18
26.50,67,2026-04-27 10:59:24
26.50,67,2026-04-27 10:59:30
26.50,67,2026-04-27 10:59:36
26.50,67,2026-04-27 10:59:41
26.80,67,2026-04-27 10:59:47
26.80,67,2026-04-27 10:59:53
26.50,67,2026-04-27 10:59:59
26.80,67,2026-04-27 11:00:04
26.50,67,2026-04-27 11:00:10
26.80,67,2026-04-27 11:00:16
26.50,67,2026-04-27 11:00:21
26.50,67,2026-04-27 11:00:27
26.80,67,2026-04-27 11:00:33
26.80,67,2026-04-27 11:00:39
26.50,67,2026-04-27 11:00:44
26.80,67,2026-04-27 11:00:50
26.50,67,2026-04-27 11:00:56
26.80,67,2026-04-27 11:01:02
26.80,67,2026-04-27 11:01:07
26.50,67,2026-04-27 11:01:13
26.80,67,2026-04-27 11:01:20
26.80,67,2026-04-27 11:01:25
26.50,67,2026-04-27 11:01:31
26.80,67,2026-04-27 11:01:37
26.80,67,2026-04-27 11:01:43
26.80,67,2026-04-27 11:01:48
26.50,67,2026-04-27 11:01:54
26.80,67,2026-04-27 11:02:00
26.80,67,2026-04-27 11:02:06
26.80,67,2026-04-27 11:02:11
26.80,67,2026-04-27 11:02:17
26.80,67,2026-04-27 11:02:24
26.80,67,2026-04-27 11:02:29
26.80,67,2026-04-27 11:02:35
26.80,67,2026-04-27 11:02:41
26.80,67,2026-04-27 11:02:46
26.80,67,2026-04-27 11:02:52
26.80,67,2026-04-27 11:02:58
26.80,67,2026-04-27 11:03:04
26.80,67,2026-04-27 11:03:09
26.80,67,2026-04-27 11:03:15
26.80,67,2026-04-27 11:03:21
26.80,67,2026-04-27 11:03:26
26.80,67,2026-04-27 11:03:31
26.80,67,2026-04-27 11:03:37
26.80,67,2026-04-27 11:03:43
26.80,67,2026-04-27 11:03:48
26.80,67,2026-04-27 11:03:54
26.80,67,2026-04-27 11:04:00
26.80,67,2026-04-27 11:04:06
26.80,67,2026-04-27 11:04:11
26.50,67,2026-04-27 11:04:17
26.80,67,2026-04-27 11:04:23
26.80,67,2026-04-27 11:04:29
26.80,67,2026-04-27 11:04:36
26.80,67,2026-04-27 11:04:43
26.80,67,2026-04-27 11:04:50
26.80,67,2026-04-27 11:04:56
26.80,67,2026-04-27 11:05:01
26.80,67,2026-04-27 11:05:07
26.80,67,2026-04-27 11:05:13
26.80,67,2026-04-27 11:05:19
26.80,67,2026-04-27 11:05:24
26.80,67,2026-04-27 11:05:30
26.80,67,2026-04-27 11:05:36
26.80,67,2026-04-27 11:05:42
26.80,67,2026-04-27 11:05:48
26.80,67,2026-04-27 11:05:54
26.80,67,2026-04-27 11:05:59
26.80,67,2026-04-27 11:06:05
26.80,67,2026-04-27 11:06:11
26.80,67,2026-04-27 11:06:18
26.80,67,2026-04-27 11:06:23
26.80,67,2026-04-27 11:06:29
26.80,67,2026-04-27 11:06:35
26.80,67,2026-04-27 11:06:41
26.80,67,2026-04-27 11:06:47
26.80,67,2026-04-27 11:06:52
26.80,67,2026-04-27 11:06:59
26.80,67,2026-04-27 11:07:04
26.80,67,2026-04-27 11:07:10
26.80,67,2026-04-27 11:07:16
26.80,67,2026-04-27 11:07:22
26.80,67,2026-04-27 11:07:28
26.80,67,2026-04-27 11:07:35
26.80,67,2026-04-27 11:07:41
26.80,67,2026-04-27 11:07:47
26.80,67,2026-04-27 11:07:53
26.80,67,2026-04-27 11:07:59
26.80,66,2026-04-27 11:08:04
26.80,67,2026-04-27 11:08:10
26.80,67,2026-04-27 11:08:16
26.80,66,2026-04-27 11:08:22
26.80,67,2026-04-27 11:08:28
26.80,67,2026-04-27 11:08:33
26.50,67,2026-04-27 11:08:39
26.80,67,2026-04-27 11:08:45
26.80,67,2026-04-27 11:08:51
26.80,67,2026-04-27 11:08:57
26.80,67,2026-04-27 11:09:04
26.80,67,2026-04-27 11:09:09
26.80,66,2026-04-27 11:09:15
26.80,67,2026-04-27 11:09:21
26.80,66,2026-04-27 11:09:26
26.80,67,2026-04-27 11:09:32
26.80,67,2026-04-27 11:09:38
26.80,66,2026-04-27 11:09:44
26.80,66,2026-04-27 11:09:49
26.80,66,2026-04-27 11:09:55
26.80,66,2026-04-27 11:10:01
26.80,67,2026-04-27 11:10:06
26.80,67,2026-04-27 11:10:13
26.80,67,2026-04-27 11:10:19
26.80,66,2026-04-27 11:10:24
26.80,66,2026-04-27 11:10:30
26.80,67,2026-04-27 11:10:36
26.80,67,2026-04-27 11:10:42
26.80,67,2026-04-27 11:10:47
26.80,67,2026-04-27 11:10:53
26.80,66,2026-04-27 11:10:59
26.80,66,2026-04-27 11:11:04
26.80,67,2026-04-27 11:11:11
26.80,66,2026-04-27 11:11:16
26.80,67,2026-04-27 11:11:22
26.80,67,2026-04-27 11:11:28
26.80,67,2026-04-27 11:11:33
26.80,67,2026-04-27 11:11:39
26.80,66,2026-04-27 11:11:45
26.80,66,2026-04-27 11:11:51
26.80,66,2026-04-27 11:11:56
26.80,66,2026-04-27 11:12:02
26.80,66,2026-04-27 11:12:09
26.80,66,2026-04-27 11:12:15
26.80,66,2026-04-27 11:12:20
26.80,66,2026-04-27 11:12:26
26.80,66,2026-04-27 11:12:32
26.80,66,2026-04-27 11:12:38
26.80,66,2026-04-27 11:12:44
26.80,66,2026-04-27 11:12:49
26.80,66,2026-04-27 11:12:55
26.80,66,2026-04-27 11:13:03
26.80,66,2026-04-27 11:13:08
26.80,66,2026-04-27 11:13:14
26.80,66,2026-04-27 11:13:20
26.80,66,2026-04-27 11:13:26
26.80,66,2026-04-27 11:13:31
26.80,66,2026-04-27 11:13:37
26.80,66,2026-04-27 11:13:43
26.80,66,2026-04-27 11:13:49
26.50,66,2026-04-27 11:13:55
26.80,66,2026-04-27 11:14:00
26.80,66,2026-04-27 11:14:06
26.80,66,2026-04-27 11:14:12
26.80,66,2026-04-27 11:14:18
26.80,67,2026-04-27 11:14:25
26.80,67,2026-04-27 11:14:31
26.80,67,2026-04-27 11:14:36
26.80,67,2026-04-27 11:14:42
26.80,67,2026-04-27 11:14:48
26.80,67,2026-04-27 11:14:54
26.80,66,2026-04-27 11:15:00
26.80,66,2026-04-27 11:15:05
26.80,66,2026-04-27 11:15:11
26.80,66,2026-04-27 11:15:17
26.80,66,2026-04-27 11:15:23
26.80,67,2026-04-27 11:15:29
26.80,67,2026-04-27 11:15:34
26.50,67,2026-04-27 11:15:40
27.10,67,2026-04-27 11:15:46
27.10,67,2026-04-27 11:15:52
27.10,66,2026-04-27 11:15:57
27.10,67,2026-04-27 11:16:03
26.80,67,2026-04-27 11:16:09
26.80,66,2026-04-27 11:16:15
27.10,67,2026-04-27 11:16:21
27.10,66,2026-04-27 11:16:26
26.80,67,2026-04-27 11:16:33
27.10,67,2026-04-27 11:16:38
27.10,67,2026-04-27 11:16:44
27.10,66,2026-04-27 11:16:50
27.10,67,2026-04-27 11:16:56
27.10,66,2026-04-27 11:17:02
27.10,66,2026-04-27 11:17:07
27.10,66,2026-04-27 11:17:13
27.10,67,2026-04-27 11:17:19
27.10,67,2026-04-27 11:17:25
27.10,66,2026-04-27 11:17:31
27.10,66,2026-04-27 11:17:37
27.10,66,2026-04-27 11:17:42
27.10,66,2026-04-27 11:17:48
27.10,66,2026-04-27 11:17:54
27.10,66,2026-04-27 11:18:01
27.10,66,2026-04-27 11:18:07
27.10,66,2026-04-27 11:18:13
27.10,66,2026-04-27 11:18:18
27.10,66,2026-04-27 11:18:24
26.80,66,2026-04-27 11:18:30
27.10,66,2026-04-27 11:18:36
27.10,66,2026-04-27 11:18:43
27.10,66,2026-04-27 11:18:49
26.80,66,2026-04-27 11:18:54
27.10,66,2026-04-27 11:19:00
27.10,66,2026-04-27 11:19:06
27.10,66,2026-04-27 11:19:11
27.10,66,2026-04-27 11:19:17
26.80,66,2026-04-27 11:19:23
27.10,66,2026-04-27 11:19:29
27.10,66,2026-04-27 11:19:34
27.10,66,2026-04-27 11:19:40
27.10,66,2026-04-27 11:19:46
27.10,66,2026-04-27 11:19:52
27.10,66,2026-04-27 11:19:57
27.10,66,2026-04-27 11:20:03
27.10,66,2026-04-27 11:20:09
27.10,66,2026-04-27 11:20:14
27.10,66,2026-04-27 11:20:20
27.10,66,2026-04-27 11:20:26
27.10,66,2026-04-27 11:20:31
27.10,66,2026-04-27 11:20:37
27.10,66,2026-04-27 11:20:43
27.10,66,2026-04-27 11:20:49
27.10,66,2026-04-27 11:20:54
27.10,66,2026-04-27 11:21:00
26.80,66,2026-04-27 11:21:06
27.10,66,2026-04-27 11:21:11
27.10,66,2026-04-27 11:21:17
27.10,66,2026-04-27 11:21:23
27.10,66,2026-04-27 11:21:29
27.10,66,2026-04-27 11:21:34
27.10,66,2026-04-27 11:21:40
27.10,66,2026-04-27 11:21:46
27.10,66,2026-04-27 11:21:53
27.10,66,2026-04-27 11:21:58
27.10,66,2026-04-27 11:22:04
26.80,66,2026-04-27 11:22:10
27.10,66,2026-04-27 11:22:15
26.80,66,2026-04-27 11:22:21
27.10,66,2026-04-27 11:22:27
27.10,66,2026-04-27 11:22:33
27.10,66,2026-04-27 11:22:38
27.10,66,2026-04-27 11:22:44
27.10,66,2026-04-27 11:22:50
27.10,66,2026-04-27 11:22:56
26.80,66,2026-04-27 11:23:01
27.10,66,2026-04-27 11:23:07
26.80,66,2026-04-27 11:23:13
27.10,66,2026-04-27 11:23:19
27.10,66,2026-04-27 11:23:24
27.10,66,2026-04-27 11:23:30
27.10,66,2026-04-27 11:23:36
26.80,66,2026-04-27 11:23:42
27.10,66,2026-04-27 11:23:47
27.10,66,2026-04-27 11:23:53
27.10,66,2026-04-27 11:23:59
27.10,66,2026-04-27 11:24:04
26.80,66,2026-04-27 11:24:10
27.10,66,2026-04-27 11:24:16
27.10,66,2026-04-27 11:24:22
26.80,66,2026-04-27 11:24:27
27.10,66,2026-04-27 11:24:33
27.10,66,2026-04-27 11:24:39
27.10,66,2026-04-27 11:24:45
27.10,66,2026-04-27 11:24:50
27.10,66,2026-04-27 11:24:56
27.10,66,2026-04-27 11:25:02
27.10,66,2026-04-27 11:25:08
27.10,66,2026-04-27 11:25:14
27.10,66,2026-04-27 11:25:20
27.10,66,2026-04-27 11:25:26
27.10,66,2026-04-27 11:25:31
27.10,66,2026-04-27 11:25:37
27.10,66,2026-04-27 11:25:43
27.10,66,2026-04-27 11:25:49
27.10,66,2026-04-27 11:25:54
27.10,66,2026-04-27 11:26:00
27.10,66,2026-04-27 11:26:07
27.10,66,2026-04-27 11:26:12
27.10,66,2026-04-27 11:26:18
27.10,66,2026-04-27 11:26:24
27.10,66,2026-04-27 11:26:30
27.10,66,2026-04-27 11:26:36
27.10,66,2026-04-27 11:26:41
27.10,66,2026-04-27 11:26:47
27.10,66,2026-04-27 11:26:53
27.10,66,2026-04-27 11:26:59
27.10,66,2026-04-27 11:27:06
27.10,66,2026-04-27 11:27:12
27.10,66,2026-04-27 11:27:17
27.10,66,2026-04-27 11:27:23
27.10,66,2026-04-27 11:27:29
27.10,66,2026-04-27 11:27:35
27.10,66,2026-04-27 11:27:41
27.10,66,2026-04-27 11:27:46
27.10,66,2026-04-27 11:27:52
27.10,66,2026-04-27 11:27:58
27.10,66,2026-04-27 11:28:04
26.80,66,2026-04-27 11:28:10
26.80,66,2026-04-27 11:28:16
26.80,66,2026-04-27 11:28:22
27.10,66,2026-04-27 11:28:28
27.10,66,2026-04-27 11:28:36
27.10,66,2026-04-27 11:28:41
27.10,66,2026-04-27 11:28:47
27.10,66,2026-04-27 11:28:53
27.10,66,2026-04-27 11:28:59
27.10,66,2026-04-27 11:29:05
27.10,66,2026-04-27 11:29:11
27.10,66,2026-04-27 11:29:17
27.10,66,2026-04-27 11:29:22
27.10,66,2026-04-27 11:29:28
27.10,66,2026-04-27 11:29:34
27.10,66,2026-04-27 11:29:40
27.10,65,2026-04-27 11:29:46
27.10,65,2026-04-27 11:29:52
27.10,65,2026-04-27 11:29:57
26.80,66,2026-04-27 11:30:03
27.10,65,2026-04-27 11:30:09
27.10,65,2026-04-27 11:30:15
27.10,65,2026-04-27 11:30:21
27.10,65,2026-04-27 11:30:26
27.10,65,2026-04-27 11:30:32
27.10,65,2026-04-27 11:30:38
27.10,65,2026-04-27 11:30:44
27.10,65,2026-04-27 11:30:50
27.10,65,2026-04-27 11:30:56
27.10,65,2026-04-27 11:31:01
27.10,66,2026-04-27 11:31:11
27.10,65,2026-04-27 11:31:17
27.10,66,2026-04-27 11:31:23
27.10,66,2026-04-27 11:31:28
27.10,65,2026-04-27 11:31:36
27.10,66,2026-04-27 11:31:42
27.10,66,2026-04-27 11:31:48
27.10,66,2026-04-27 11:31:54
27.10,65,2026-04-27 11:32:00
27.10,65,2026-04-27 11:32:05
26.80,66,2026-04-27 11:32:11
27.10,65,2026-04-27 11:32:17
27.10,66,2026-04-27 11:32:24
27.10,66,2026-04-27 11:32:29
27.10,65,2026-04-27 11:32:35
27.10,65,2026-04-27 11:32:42
27.10,65,2026-04-27 11:32:48
27.10,65,2026-04-27 11:32:54
27.10,65,2026-04-27 11:32:59
27.10,65,2026-04-27 11:33:05
27.10,65,2026-04-27 11:33:11
27.10,65,2026-04-27 11:33:17
27.10,65,2026-04-27 11:33:22
27.10,65,2026-04-27 11:33:28
27.10,65,2026-04-27 11:33:35
27.10,65,2026-04-27 11:33:41
27.10,65,2026-04-27 11:33:47
27.10,65,2026-04-27 11:33:52
27.10,65,2026-04-27 11:33:58
27.10,65,2026-04-27 11:34:04
27.10,65,2026-04-27 11:34:10
27.10,65,2026-04-27 11:34:15
27.10,65,2026-04-27 11:34:21
27.10,65,2026-04-27 11:34:27
27.10,65,2026-04-27 11:34:33
26.80,65,2026-04-27 11:34:38
26.80,65,2026-04-27 11:34:44
26.80,65,2026-04-27 11:34:50
26.80,65,2026-04-27 11:34:56
27.10,65,2026-04-27 11:35:02
27.10,65,2026-04-27 11:35:08
26.80,65,2026-04-27 11:35:14
27.10,65,2026-04-27 11:35:19
26.80,65,2026-04-27 11:35:25
27.10,65,2026-04-27 11:35:31
27.10,65,2026-04-27 11:35:38
27.10,65,2026-04-27 11:35:43
27.10,65,2026-04-27 11:35:49
27.10,65,2026-04-27 11:35:55
27.10,65,2026-04-27 11:36:00
26.80,65,2026-04-27 11:36:06
27.10,65,2026-04-27 11:36:12
26.80,65,2026-04-27 11:36:18
27.10,65,2026-04-27 11:36:23
27.10,65,2026-04-27 11:36:29
27.10,65,2026-04-27 11:36:35
27.10,65,2026-04-27 11:36:41
27.10,65,2026-04-27 11:36:48
26.80,65,2026-04-27 11:36:54
27.10,65,2026-04-27 11:36:59
27.10,65,2026-04-27 11:37:05
27.10,65,2026-04-27 11:37:11
27.10,65,2026-04-27 11:37:16
27.10,65,2026-04-27 11:37:22
27.10,65,2026-04-27 11:37:28
27.10,65,2026-04-27 11:37:35
27.10,65,2026-04-27 11:37:40
26.80,65,2026-04-27 11:37:46
27.10,65,2026-04-27 11:37:52
27.10,65,2026-04-27 11:37:57
26.80,65,2026-04-27 11:38:03
26.80,65,2026-04-27 11:38:09
27.10,65,2026-04-27 11:38:15
27.10,65,2026-04-27 11:38:21
27.10,65,2026-04-27 11:38:26
27.10,65,2026-04-27 11:38:32
27.10,65,2026-04-27 11:38:38
26.80,65,2026-04-27 11:38:44
27.10,65,2026-04-27 11:38:50
27.10,65,2026-04-27 11:38:55
27.10,65,2026-04-27 11:39:01
27.10,65,2026-04-27 11:39:07
27.10,65,2026-04-27 11:39:13
26.80,65,2026-04-27 11:39:19
27.10,65,2026-04-27 11:39:25
26.80,65,2026-04-27 11:39:31
27.10,65,2026-04-27 11:39:36
27.10,65,2026-04-27 11:39:42
27.10,65,2026-04-27 11:39:48
27.10,65,2026-04-27 11:39:54
27.10,65,2026-04-27 11:39:59
27.10,65,2026-04-27 11:40:05
26.80,65,2026-04-27 11:40:11
27.10,65,2026-04-27 11:40:17
27.10,65,2026-04-27 11:40:23
27.10,65,2026-04-27 11:40:28
27.10,65,2026-04-27 11:40:34
27.10,65,2026-04-27 11:40:40
27.10,65,2026-04-27 11:40:46
27.10,65,2026-04-27 11:40:52
27.10,65,2026-04-27 11:40:59
27.10,65,2026-04-27 11:41:04
26.80,65,2026-04-27 11:41:10
27.10,65,2026-04-27 11:41:16
27.10,65,2026-04-27 11:41:21
27.10,65,2026-04-27 11:41:27
27.50,65,2026-04-27 11:41:33
27.50,65,2026-04-27 11:41:38
27.10,65,2026-04-27 11:41:44
26.80,65,2026-04-27 11:41:50
27.10,65,2026-04-27 11:41:56
27.10,65,2026-04-27 11:42:03
27.50,65,2026-04-27 11:42:08
27.50,65,2026-04-27 11:42:14
27.50,65,2026-04-27 11:42:20
27.50,65,2026-04-27 11:42:25
27.50,65,2026-04-27 11:42:31
27.50,65,2026-04-27 11:42:37
27.10,65,2026-04-27 11:42:42
27.50,65,2026-04-27 11:42:48
27.10,65,2026-04-27 11:42:54
27.10,65,2026-04-27 11:43:00
27.50,65,2026-04-27 11:43:06
27.50,65,2026-04-27 11:43:11
27.10,65,2026-04-27 11:43:17
26.80,65,2026-04-27 11:43:23
27.10,65,2026-04-27 11:43:28
27.10,65,2026-04-27 11:43:34
27.10,65,2026-04-27 11:43:40
26.80,65,2026-04-27 11:43:46
27.50,65,2026-04-27 11:43:51
27.10,65,2026-04-27 11:43:58
27.50,65,2026-04-27 11:44:03
27.10,65,2026-04-27 11:44:10
27.10,65,2026-04-27 11:44:15
27.50,65,2026-04-27 11:44:21
27.50,65,2026-04-27 11:44:27
27.50,65,2026-04-27 11:44:33
27.10,65,2026-04-27 11:44:38
27.50,65,2026-04-27 11:44:45
27.50,65,2026-04-27 11:44:51
27.50,65,2026-04-27 11:44:57
27.50,65,2026-04-27 11:45:03
27.50,65,2026-04-27 11:45:08
27.50,65,2026-04-27 11:45:14
27.50,65,2026-04-27 11:45:19
27.10,65,2026-04-27 11:45:25
27.50,65,2026-04-27 11:45:31
27.50,65,2026-04-27 11:45:37
27.50,65,2026-04-27 11:45:42
27.50,65,2026-04-27 11:45:48
27.50,65,2026-04-27 11:45:54
27.50,65,2026-04-27 11:45:59
27.50,65,2026-04-27 11:46:05
27.50,65,2026-04-27 11:46:11
27.50,65,2026-04-27 11:46:18
27.50,65,2026-04-27 11:46:23
27.50,65,2026-04-27 11:46:29
27.50,65,2026-04-27 11:46:35
27.50,65,2026-04-27 11:46:41
27.50,65,2026-04-27 11:46:46
27.50,65,2026-04-27 11:46:52
27.50,65,2026-04-27 11:46:58
27.50,65,2026-04-27 11:47:03
27.10,65,2026-04-27 11:47:11
27.50,65,2026-04-27 11:47:17
27.10,65,2026-04-27 11:47:23
27.50,65,2026-04-27 11:47:28
27.50,65,2026-04-27 11:47:34
27.50,65,2026-04-27 11:47:40
27.50,65,2026-04-27 11:47:45
27.50,65,2026-04-27 11:47:51
27.50,65,2026-04-27 11:47:57
27.50,65,2026-04-27 11:48:03
27.50,65,2026-04-27 11:48:08
27.50,65,2026-04-27 11:48:14
27.50,65,2026-04-27 11:48:20
27.50,65,2026-04-27 11:48:26
27.50,65,2026-04-27 11:48:31
27.50,65,2026-04-27 11:48:37
27.50,65,2026-04-27 11:48:43
27.50,65,2026-04-27 11:48:48
27.50,65,2026-04-27 11:48:54
27.50,65,2026-04-27 11:49:00
27.50,65,2026-04-27 11:49:06
27.50,65,2026-04-27 11:49:11
27.50,65,2026-04-27 11:49:17
27.10,65,2026-04-27 11:49:23
27.50,65,2026-04-27 11:49:29
27.50,65,2026-04-27 11:49:34
27.10,65,2026-04-27 11:49:40
27.50,65,2026-04-27 11:49:46
27.50,65,2026-04-27 11:49:51
27.50,65,2026-04-27 11:49:57
27.50,65,2026-04-27 11:50:03
27.50,64,2026-04-27 11:50:09
27.50,64,2026-04-27 11:50:14
27.50,65,2026-04-27 11:50:20
27.50,64,2026-04-27 11:50:26
27.50,64,2026-04-27 11:50:32
27.10,64,2026-04-27 11:50:37
27.50,64,2026-04-27 11:50:43
27.50,64,2026-04-27 11:50:49
27.50,64,2026-04-27 11:50:54
27.50,64,2026-04-27 11:51:00
27.50,64,2026-04-27 11:51:06
27.50,64,2026-04-27 11:51:12
27.10,64,2026-04-27 11:51:17
27.50,64,2026-04-27 11:51:23
27.50,64,2026-04-27 11:51:29
27.50,64,2026-04-27 11:51:35
27.50,64,2026-04-27 11:51:40
27.50,64,2026-04-27 11:51:46
27.10,64,2026-04-27 11:51:52
27.50,64,2026-04-27 11:51:57
27.50,64,2026-04-27 11:52:03
27.50,64,2026-04-27 11:52:09
27.50,64,2026-04-27 11:52:15
27.50,64,2026-04-27 11:52:22
27.50,64,2026-04-27 11:52:27
27.50,64,2026-04-27 11:52:33
27.50,64,2026-04-27 11:52:40
27.50,64,2026-04-27 11:52:45
27.50,64,2026-04-27 11:52:51
27.50,64,2026-04-27 11:52:57
27.10,64,2026-04-27 11:53:03
27.50,64,2026-04-27 11:53:08
27.10,64,2026-04-27 11:53:14
27.10,64,2026-04-27 11:53:20
27.10,64,2026-04-27 11:53:25
27.50,64,2026-04-27 11:53:31
27.50,64,2026-04-27 11:53:38
27.50,64,2026-04-27 11:53:43
27.50,64,2026-04-27 11:53:48
27.50,64,2026-04-27 11:53:54
27.50,64,2026-04-27 11:54:00
27.50,64,2026-04-27 11:54:05
27.50,64,2026-04-27 11:54:11
27.50,64,2026-04-27 11:54:17
27.50,64,2026-04-27 11:54:23
27.50,64,2026-04-27 11:54:28
27.50,64,2026-04-27 11:54:34
27.50,64,2026-04-27 11:54:40
27.10,64,2026-04-27 11:54:46
27.10,64,2026-04-27 11:54:51
27.50,64,2026-04-27 11:54:59
27.50,64,2026-04-27 11:55:04
27.50,64,2026-04-27 11:55:10
27.50,64,2026-04-27 11:55:16
27.50,64,2026-04-27 11:55:21
27.50,64,2026-04-27 11:55:27
